"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"847475942389723138","https://twitter.com/AtlantaHabitat/status/847475942389723138","Atlanta Habitat honored for $6M economic impact in #Atlanta &amp; empowering families &amp; transforming neighbothoods! #build.thrive.grow. https://t.co/eZQgd3Iv0j","2017-03-30 15:49 +0000","597.0","10.0","0.01675041876046901","2.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847097285242753024","https://twitter.com/AtlantaHabitat/status/847097285242753024","Yesterday #AtlantaHabitat’s Atlanta Interfaith Build was honored to be represented at the  @Habitat_org  Global Conference. https://t.co/3Gd0CCwTDA","2017-03-29 14:45 +0000","675.0","23.0","0.034074074074074076","2.0","0.0","6.0","1.0","1.0","0.0","2.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"846714188940693504","https://twitter.com/AtlantaHabitat/status/846714188940693504","@Macy’s employees volunteer with #AtlantaHabitat and throughout the community each year. Thank you #Macy’s! #LookGoodDoGood https://t.co/XPEUDa1s52","2017-03-28 13:22 +0000","137.0","2.0","0.014598540145985401","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"845307636337774595","https://twitter.com/AtlantaHabitat/status/845307636337774595","Congratulations to Ms. Floyd who fulfilled her dream when she paid off her #AtlantaHabitat home in full today! #buildthrivegrow https://t.co/ROCH8FJqCq","2017-03-24 16:13 +0000","738.0","17.0","0.023035230352303523","3.0","0.0","9.0","0.0","0.0","1.0","1.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"845017096002129921","https://twitter.com/AtlantaHabitat/status/845017096002129921","Wells Fargo helped to sponsor &amp; build two homes with Atlanta Habitat in 2016. We appreciate your long-time support! https://t.co/Xm6YS4g9Ij https://t.co/aiwF3twE4c","2017-03-23 20:59 +0000","945.0","9.0","0.009523809523809525","2.0","0.0","5.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"842431655885344768","https://twitter.com/AtlantaHabitat/status/842431655885344768","Thx - Villages of East Lake &amp; the @EastLakeFound for hosting an Information Session this month for residents to learn about homeownership. https://t.co/o8MoaqahFi","2017-03-16 17:45 +0000","642.0","30.0","0.04672897196261682","2.0","0.0","2.0","1.0","0.0","0.0","25.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"842109397761417221","https://twitter.com/AtlantaHabitat/status/842109397761417221","The world changes when powerful women come together!  #IWFLeadChange  #WomensHistoryMonth, #BeBoldForChange, #WomenWhoLead https://t.co/hQpWEe69NI","2017-03-15 20:25 +0000","693.0","26.0","0.03751803751803752","2.0","0.0","4.0","0.0","1.0","3.0","15.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"840749106565926913","https://twitter.com/AtlantaHabitat/status/840749106565926913","@GeorgiaPacific started their 2017 #atlantahabitat build today.    Thanks for helping us revitalize #Atlanta communities. https://t.co/8hjaRj2Ifn","2017-03-12 02:19 +0000","354.0","26.0","0.07344632768361582","0.0","0.0","1.0","0.0","1.0","0.0","23.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"840734978510069761","https://twitter.com/AtlantaHabitat/status/840734978510069761","Today we dedicated two homes and made two homebuyers very happy! These houses were built by longtime supporter @coxenterprises. 🛠❤️ https://t.co/WdcGYGPb6h","2017-03-12 01:23 +0000","747.0","38.0","0.050870147255689425","3.0","0.0","5.0","0.0","0.0","0.0","25.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"840317651150876672","https://twitter.com/AtlantaHabitat/status/840317651150876672","As an @AmeriCorps  Assistant House Leader, Mia is building homes and communities through her AmeriCorps service year at #AtlantaHabitat. https://t.co/VsaIuKJf2F","2017-03-10 21:45 +0000","727.0","36.0","0.04951856946354883","3.0","0.0","4.0","1.0","0.0","0.0","25.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
